02247 177      EX
02248 178      EX
02249  96 60 ` CR
02249  96 60 ` CC
02249  96 60 ` CS
02249  96 60 ` DR
02249  96 60 ` SR
02249  96      GE
02249  96 60 ` TR
02249  96      GG
02249  96      GI
02249  96 60 ` SG
02249  96 60 ` CG
02249  96 60 ` TI
02249  96 60 ` CI
02249  96 60 ` SS
02250 179      EX
02251 180      EX
02252 181      EX
02253 182      EX
02254 183      EX
02255 195      GE
02255 195      TR
02255 195      GI
02255 195      CR
02255 195      CI
02255 195      GG
02255 195      SS
02255 195      SR
02255 195      CC
02255 195      SG
02255 195      CS
02255 195      CG
02255 195      DR
02255 195      TI
02256 202      CC
02256 202      SG
02256 202      GG
02256 202      CI
02256 202      CS
02256 202      SR
02256 202      TR
02256 202      CG
02256 202      CR
02256 202      GI
02256 202      SS
02256 202      DR
02256 202      TI
02256 202      GE
02257 219      CI
02257 219      SS
02257 219      GI
02257 219      TI
02257 219      CR
02257 219      CG
02257 219      TR
02257 219      CC
02257 219      GG
02257 219      SR
02257 219      DR
02257 219      GE
02257 219      CS
02257 219      SG
02258 218      CI
02258 218      GE
02258 218      GI
02258 218      DR
02258 218      GG
02258 218      CR
02258 218      TI
02258 218      CS
02258 218      CC
02258 218      CG
02258 218      SR
02258 218      TR
02258 218      SS
02258 218      SG
02259 203      GI
02259 203      SG
02259 203      CR
02259 203      GE
02259 203      GG
02259 203      CS
02259 203      DR
02259 203      CG
02259 203      SR
02259 203      SS
02259 203      CI
02259 203      TI
02259 203      TR
02259 203      CC
02260 198      GI
02260 198      SG
02260 198      GE
02260 198      DR
02260 198      CI
02260 198      CG
02260 198      SR
02260 198      TI
02260 198      CS
02260 198      GG
02260 198      SS
02260 198      CC
02260 198      CR
02260 198      TR
02261 186      CR
02261 186      GG
02261 186      CS
02261 186      CC
02261 186      GE
02261 186      TR
02261 186      SS
02261 186      DR
02261 186      CI
02261 186      GI
02261 186      CG
02261 186      SG
02261 186      SR
02261 186      TI
02262 171      SS
02262 171      CS
02262 171      SR
02262 171      CG
02262 171      TI
02262 171      GG
02262 171      TR
02262 171      CI
02262 171      CC
02262 171      GI
02262 171      CR
02262 171      SG
02262 171      GE
02262 171      DR
02263 170      CG
02263 170      CS
02263 170      DR
02263 170      GE
02263 170      CR
02263 170      SG
02263 170      TR
02263 170      CI
02263 170      GG
02263 170      SR
02263 170      SS
02263 170      TI
02263 170      GI
02263 170      CC
02264 187      DR
02264 187      TI
02264 187      TR
02264 187      SR
02264 187      GG
02264 187      CI
02264 187      CS
02264 187      CG
02264 187      GE
02264 187      CR
02264 187      GI
02264 187      CC
02264 187      SG
02264 187      SS
02265 211      TI
02265 211      CC
02265 211      DR
02265 211      SR
02265 211      CS
02265 211      TR
02265 211      CR
02265 211      SG
02265 211      GG
02265 211      SS
02265 211      CG
